Security Code,Security Id,Security Name,Group,Face Value,ISIN No,Industry
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,B ,5,INE524B01027,Iron & Steel Products
513117,AMFORG,AMFORGE INDUSTRIES LTD.,X ,2,INE991A01020,Auto Parts & Equipment
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,XT,10,INE173M01012,Copper
513121,ORICON,ORICON ENTERPRISES LTD.-$,B ,2,INE730A01022,Specialty Chemicals
513142,BALASORE,BALASORE ALLOYS LTD.,X ,5,INE135A01024,Iron & Steel/Interm.Products
513149,ACROW,ACROW INDIA LTD.,X ,10,INE950D01012,Iron & Steel Products
513151,STINDIA,STI INDIA LTD.,T ,10,INE090C01019,Textiles
513173,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.,X ,10,INE205F01016,Realty
513179,NATNLSTEEL,NATIONAL STEEL & AGRO INDUSTRIES LTD.,B ,10,INE088B01015,Iron & Steel/Interm.Products
513216,UTTAMSTL,UTTAM GALVA STEELS LTD.,B ,10,INE699A01011,Iron & Steel/Interm.Products
513228,PENIND,PENNAR INDUSTRIES LTD.-$,B ,5,INE932A01024,Iron & Steel/Interm.Products
513250,JYOTISTRUC,JYOTI STRUCTURES LTD.,Z ,2,INE197A01024,Heavy Electrical Equipment
513252,JAYUSH,JAY USHIN LTD.,X ,10,INE289D01015,Auto Parts & Equipment
513262,SSWL,STEEL STRIPS WHEELS LTD.-$,B ,10,INE802C01017,Auto Parts & Equipment
513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,B ,5,INE993A01026,Construction & Engineering
513291,PREMPIPES,PREMIER PIPES LTD.,XT,5,INE448N01024,Iron & Steel Products
513295,IMEC,Imec Services Ltd,X ,10,INE611C01012,Consulting Services
513303,MDRNSTL,MODERN STEELS LTD.-$,X ,10,INE001F01019,Iron & Steel/Interm.Products
513305,TERRASCOPE,Terrascope Ventures Ltd,X ,5,INE346M01022,Diversified Commercial Services
513307,SYNTHFO,SYNTHIKO FOILS LTD.,XT,5,INE363L01029,Aluminium
513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Z ,10,INE327C01031,Aluminium
513335,METALFORGE,Metalyst Forgings Limited,B ,10,INE425A01011,Other Industrial Products
513343,GRANDFONRY,GRAND FOUNDRY LTD.,T ,4,INE534A01028,Iron & Steel Products
513349,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,B ,10,INE298G01027,Realty
513353,COCHINM,COCHIN MINERALS & RUTILE LTD.-$,X ,10,INE105D01013,Specialty Chemicals
513361,ISWL,INDIA STEEL WORKS LTD.,X ,1,INE072A01029,Iron & Steel/Interm.Products
513369,RJKMRFR,RAJKUMAR FORGE LTD.,X ,10,INE013J01016,Other Industrial Products
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,A ,1,INE120A01034,Other Industrial Products
513377,MMTC,MMTC LTD.,A ,1,INE123F01029,Comm.Trading  & Distribution
513397,VALLABHSQ,VALLABH STEELS LTD.-$,X ,10,INE457E01016,Iron & Steel Products
513401,ASHIS,ASHIANA ISPAT LTD.,X ,10,INE587D01012,Iron & Steel/Interm.Products
513403,PMTELELIN,P.M.TELELINNKS LTD.,X ,10,INE092C01015,Iron & Steel/Interm.Products
513418,SMFIL,Smiths & Founders (India) Limited,X ,1,INE728B01032,Other Industrial Products
513422,BLOIN,BLOOM INDUSTRIES LTD.,P ,10,INE373E01015,Iron & Steel/Interm.Products
513430,MAITRI,Maitri Enterprises Ltd,XT,10,INE501L01024,Aluminium
513434,TATAMETALI,TATA METALIKS LTD.,A ,10,INE056C01010,Iron & Steel/Interm.Products
513436,SHAHALLOYS,SHAH ALLOYS LTD.,B ,10,INE640C01011,Iron & Steel/Interm.Products
513446,MONNETISPA,MONNET ISPAT & ENERGY LTD.,B ,10,INE743C01021,Iron & Steel/Interm.Products
513452,ELANGO,ELANGO INDUSTRIES LTD.,XT,10,INE594D01018,Iron & Steel/Interm.Products
513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,XT,10,INE791E01018,Iron & Steel Products
513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Z ,10,INE257F01017,Iron & Steel Products
513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,X ,10,INE658D01011,Other Industrial Products
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,X ,10,INE387D01025,Iron & Steel Products
513496,MEWATZI,MEWAT ZINC LTD.,P ,10,INE235U01012,Zinc
513498,SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.,XT,10,INE308N01012,Mining
513502,BAROEXT,BARODA EXTRUSION LTD.,X ,1,INE927K01023,Copper
513507,GUJCONT,GUJARAT CONTAINERS LTD.,P ,10,INE276I01011,Iron & Steel Products
513509,KALYANIFRG,KALYANI FORGE LTD.,T ,10,INE314G01014,Auto Parts & Equipment
513511,PANCHMAHQ,PANCHMAHAL STEEL LTD.,X ,10,INE798F01010,Iron & Steel/Interm.Products
513513,ADITYA,ADITYA ISPAT LTD.,X ,10,INE570B01012,Iron & Steel/Interm.Products
513515,SRIND,S.R.INDUSTRIES LTD.,X ,10,INE329C01011,Textiles
513517,STEELCAS,STEELCAST LTD.,X ,5,INE124E01020,Other Industrial Products
513519,PITTIENG,Pitti Engineering Ltd-$,B ,5,INE450D01021,Other Elect.Equip./ Prod.
513528,GLITTEKG,GLITTEK GRANITES LTD.,X ,5,INE741B01027,Construction Materials
513532,PRADPME,PRADEEP METALS LTD.,X ,10,INE770A01010,Auto Parts & Equipment
513536,GNRL,Gujarat Natural Resources Limited,X ,10,INE207H01018,Exploration & Production
513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,P ,10,INE176E01012,Iron & Steel Products
513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,Z ,10,INE277E01026,Copper
513548,SHRDAIS,SHARDA ISPAT LTD.,XT,10,INE385M01012,Iron & Steel/Interm.Products
513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,B ,10,INE451L01014,Iron & Steel Products
513558,REALSTR,REAL STRIPS LTD.-$,X ,10,INE183B01014,Iron & Steel/Interm.Products
513566,NOVIS,NOVA IRON & STEEL LTD.,XT,10,INE608C01026,Iron & Steel/Interm.Products
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,Z ,10,INE617C01027,Coal
513599,HINDCOPPER,HINDUSTAN COPPER LTD.,A ,5,INE531E01026,Copper
513605,SRIPIPES,Srikalahasthi Pipes Limited,B ,10,INE943C01027,Iron & Steel Products
513642,AXELPOLY,AXEL POLYMERS LTD.,XT,10,INE197C01012,Plastic Products
513683,NLCINDIA,NLC India Ltd,A ,10,INE589A01014,Electric Utilities
513687,SPECTRA,SPECTRA INDUSTRIES LTD.,X ,10,INE848B01012,Auto Parts & Equipment
513691,JMTAUTOLTD,JMT AUTO LTD.,B ,1,INE988E01036,Auto Parts & Equipment
513693,KAJARIR,KIC METALIKS LTD.,X ,2,INE434C01027,Iron & Steel/Interm.Products
513699,SOLIDSTON,SOLID STONE COMPANY LTD.,X ,10,INE584G01012,Construction Materials
513709,SHILGRAVQ,SHILP GRAVURES LTD.-$,X ,10,INE960A01017,Industrial Machinery
513713,WHITEORG,White Organic Agro Ltd,X ,10,INE146C01019,Other Agricultural Products
513723,HIMGRANI,HIMALAYA GRANITES LTD.-$,X ,5,INE464C01024,Construction Materials
513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,B ,10,INE210C01013,Construction Materials
514010,HIMFIBP,HIMACHAL FIBRES LTD.,X ,1,INE723D01021,Textiles
514028,RAJKSYN,RAJKAMAL SYNTHETICS LTD.,X ,10,INE376L01013,Textiles
514030,DEEPAKSP,DEEPAK SPINNERS LTD.-$,X ,10,INE272C01013,Textiles
514034,JBFIND,JBF INDUSTRIES LTD.,B ,10,INE187A01017,Fibres & Plastics
514036,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$,X ,10,INE970D01010,Textiles
514043,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,A ,5,INE049A01027,Textiles
514045,BSL,BSL LTD.,B ,10,INE594B01012,Textiles
514060,EVERTEX,Evergreen Textiles Limited,ZP,10,INE229N01010,Textiles
514087,PBMPOLY,PBM POLYTEX LTD.-$,X ,10,INE501F01018,Textiles
514113,ADINATH,ADINATH TEXTILES LTD.,XT,10,INE207C01019,Textiles
514128,KONARKSY,KONARK SYNTHETIC LTD.,X ,10,INE517D01019,Textiles
514138,SURYALA,SURYALATA SPINNING MILLS LTD.-$,X ,10,INE132C01027,Textiles
514140,SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,XT,10,INE431C01023,Textiles
514142,TTL,T T LTD.-$,B ,10,INE592B01016,Textiles
514144,UNIWORTH,UNIWORTH LTD.,XT,10,INE207A01013,Textiles
514162,WELSPUNIND,WELSPUN INDIA LTD.,A ,1,INE192B01031,Textiles
514165,INDIANACRY,INDIAN ACRYLICS LTD.,X ,10,INE862B01013,Fibres & Plastics
514167,GANECOS,GANESHA ECOSPHERE LTD.,B ,10,INE845D01014,Diversified Commercial Services
514171,CEETAIN,CEETA INDUSTRIES LTD.,XT,1,INE760J01012,Construction Materials
514175,VARDMNPOLY,VARDHMAN POLYTEX LTD.,B ,10,INE835A01011,Textiles
514183,BLACKROSE,BLACK ROSE INDUSTRIES LTD.,X ,1,INE761G01016,Specialty Chemicals
514197,STCORP,S&T CORPORATION LTD.,XT,10,INE110Q01015,Textiles
514211,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,B ,10,INE235C01010,Textiles
514215,BINNY,BINNY LTD.,X ,5,INE118K01011,Textiles
514223,RAMGOPOLY,RAMGOPAL POLYTEX LTD.,XT,10,INE410D01017,Comm.Trading  & Distribution
514234,SANGAMIND,SANGAM (INDIA) LTD.,B ,10,INE495C01010,Textiles
514236,TTLEL,TTL Enterprises Ltd,XT,10,INE664X01025,Comm.Trading  & Distribution
514238,IKAB,IKAB SECURITIES & INVESTMENT LTD.,X ,10,INE874A01010,Other Financial Services
514240,KUSHIND,Kush Industries Ltd,XT,10,INE979D01011,Textiles
514248,SRECR,SREECHEM RESINS LTD.,P ,10,INE377C01010,Commodity Chemicals
514264,SEASONST,SEASONS TEXTILES LTD.-$,X ,10,INE707B01010,Textiles
514266,ZENIFIB,ZENITH FIBRES LTD.-$,X ,10,INE106C01013,Textiles
514272,BHILSPIN,BHILWARA SPINNERS LTD.,X ,10,INE436C01014,Textiles
514274,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,B ,10,INE273D01019,Textiles
514280,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,XT,10,INE589J01015,Textiles
514286,ASHIMASYN,ASHIMA LTD.,B ,10,INE440A01010,Textiles
514300,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,B ,10,INE156C01018,Textiles
514302,VIPPYSP,VIPPY SPINPRO LTD.,X ,10,INE660D01017,Textiles
514312,JAIHINDS,JAIHIND SYNTHETICS LTD.,XT,10,INE156E01014,Textiles
514316,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,X ,10,INE969C01014,Textiles
514318,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,P ,10,INE722N01014,Textiles
514322,KAMADGIRI,KAMADGIRI FASHION LTD.-$,X ,10,INE535C01013,Textiles
514324,OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.,X ,10,INE814D01010,Textiles
514326,PATSPINLTD,PATSPIN INDIA LTD.,B ,10,INE790C01014,Textiles
514330,OBRSESY,OVERSEAS SYNTHETICS LTD.,X ,10,INE670O01013,Textiles
514332,NEOINFRA,NEO INFRACON LTD.,X ,10,INE216I01017,Realty
514336,GENESIS,Genesis Ibrc India Ltd,X ,10,INE194N01016,Biotechnology
514354,PREMIERPOL,PREMIER POLYFILM LTD.,B ,5,INE309M01012,Commodity Chemicals
514358,EVERLON,EVERLON SYNTHETICS LTD.,X ,10,INE339D01034,Textiles
514360,KRRAIL,K&R Rail Engineering Ltd,XT,10,INE078T01026,Construction & Engineering
514378,YARNSYN,YARN SYNDICATE LTD.,X ,10,INE564C01013,Comm.Trading  & Distribution
514386,GUJCOTEX,GUJARAT COTEX LTD.,X ,5,INE004C01028,Textiles
514394,AJIL,Atlas Jewellery India Limited,X ,10,INE022N01019,Other Apparels & Accessories
514400,GARWSYN,GARWARE SYNTHETICS LTD.,X ,10,INE340D01016,Comm.Trading  & Distribution
514402,SHARDFI,SHARAD FIBRES & YARN PROCESSORS LTD.,P ,10,INE638N01012,Textiles
514412,SARUPINDUS,SARUP INDUSTRIES LTD.-$,X ,10,INE305D01019,Other Apparels & Accessories
514418,MANORG,Mangalam Organics Limited,X ,10,INE370D01013,Commodity Chemicals
514428,HINDADH,HINDUSTAN ADHESIVES LTD.,X ,10,INE074C01013,Plastic Products
514440,BPTEX,Blue Pearl Texspin Limited,XT,10,INE439N01023,Commodity Chemicals
514442,SRIKPRIND,SRI KPR INDUSTRIES LTD.,X ,10,INE009C01019,Plastic Products
514448,JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,X ,10,INE577D01013,Specialty Chemicals
514450,MHLXMIRU,MAHALAXMI RUBTECH LTD.,X ,10,INE112D01035,Other Industrial Products
514454,SOUTLAT,SOUTHERN LATEX LTD.,XT,10,INE410M01018,Textiles
514460,OSWAYRN,OSWAL YARNS LTD.,XT,10,INE670H01017,Comm.Trading  & Distribution
514470,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,B ,10,INE837B01031,Textiles
514482,ASAHIIND,Asahi Industries Limited,ZP,1,INE745I01015,Textiles
515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.,B ,1,INE439A01020,Auto Parts & Equipment
515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.,B ,10,INE692B01014,Furniture-Furnishing-Paints
515043,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,X ,10,INE068B01017,Furniture-Furnishing-Paints
515055,ANANTRAJ,Anant Raj Limited-$,B ,2,INE242C01024,Realty
515059,MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,X ,5,INE469C01023,Edible Oils
515085,RESTILE,RESTILE CERAMICS LTD.,X ,10,INE298E01022,Furniture-Furnishing-Paints
515093,MADHAV,MADHAV MARBLES & GRANITES LTD.,B ,10,INE925C01016,Construction Materials
515127,RAMASIGNS,Ramasigns Industries Ltd,X ,5,INE650D01026,Comm.Trading  & Distribution
515145,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,B ,2,INE952A01022,Containers & Packaging
515147,HALDYNGL,Haldyn Glass Ltd-$,X ,1,INE506D01020,Containers & Packaging
516003,DUROPLY,Duroply Industries Ltd,X ,10,INE932D01010,Forest Products
516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.,B ,10,INE805B01012,Forest Products
516016,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,B ,10,INE231C01019,Paper & Paper Products
516020,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.-$,X ,10,INE112C01011,Paper & Paper Products
516022,STARPAPER,STAR PAPER MILLS LTD.,B ,10,INE733A01018,Paper & Paper Products
516030,YASHPAKKA,Yash Pakka Ltd-$,X ,10,INE551D01018,Paper & Paper Products
516032,SARDAPPR,SARDA PAPERS LTD.,X ,10,INE385D01011,Paper & Paper Products
516062,NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.,X ,10,INE497C01016,Forest Products
516064,ARROWGREEN,Arrow Greentech Ltd,B ,10,INE570D01018,Plastic Products
516072,VISHNU,VISHNU CHEMICALS LTD.,B ,10,INE270I01014,Commodity Chemicals
516078,JUMBO,JUMBO BAG LTD.,Z ,10,INE699D01015,Containers & Packaging
516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,B ,10,INE740D01017,Paper & Paper Products
516086,SRPML,SHREE RAJESHWARANAND PAPER MILLS LTD.,XT,10,INE617D01017,Paper & Paper Products
516092,3PLAND,3P Land Holdings Ltd,B ,2,INE105C01023,Paper & Paper Products
516096,SANPA,SANGAL PAPERS LTD.,XT,10,INE384D01022,Paper & Paper Products
516098,VENTURA,VENTURA TEXTILES LTD.,X ,10,INE810C01044,Textiles
516106,SHKARTP,SHREE KARTHIK PAPERS LTD.,X ,5,INE538D01015,Paper & Paper Products
516108,STHINPA,SOUTH INDIA PAPER MILLS LTD.,X ,10,INE088G01014,Paper & Paper Products
516110,SCANDENT,Scandent Imaging Limited,X ,10,INE146N01016,Healthcare Services
517015,VINDHYATEL,VINDHYA TELELINKS LTD.,B ,10,INE707A01012,Telecom Cables
517035,RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,X ,10,INE302D01016,Electronic Components
517041,ADORWELD,ADOR WELDING LTD.,B ,10,INE045A01017,Other Industrial Goods
517044,IDM,INTERNATIONAL DATA MANAGEMENT LTD.,XT,10,INE649R01010,Consulting Services
517059,SALZER,SALZER ELECTRONICS LTD.-$,B ,10,INE457F01013,Other Elect.Equip./ Prod.
517063,JETKINGQ,JETKING INFOTRAIN LTD.,X ,10,INE919C01019,IT Training Services
517077,INDAGIV,IND-AGIV COMMERCE LTD.,XT,10,INE115E01010,Comm.Trading  & Distribution
517096,APLAB,APLAB LTD.-$,X ,10,INE273A01015,Other Elect.Equip./ Prod.
517119,PCS,PCS TECHNOLOGY LTD.,X ,10,INE834B01012,Computer Hardware
517146,USHAMART,USHA MARTIN LTD.,B ,1,INE228A01035,Iron & Steel Products
517166,SPELS,SPEL SEMICONDUCTOR LTD.,X ,10,INE252A01019,Electronic Components
517168,SUBROS,SUBROS LTD.,B ,2,INE287B01021,Auto Parts & Equipment
517170,KLKELEC,KLK Electrical Ltd,XT,10,INE125G01014,Other Elect.Equip./ Prod.
517172,PERVASIVE,Pervasive Commodities Ltd,P ,10,INE443P01020,Electronic Components
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,A ,10,INE671A01010,Other Elect.Equip./ Prod.
517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,X ,10,INE311D01017,Electronic Components
517206,LUMAXIND,LUMAX INDUSTRIES LTD.,B ,10,INE162B01018,Auto Parts & Equipment
517214,DIGISPICE,Digispice Technologies Ltd-$,T ,3,INE927C01020,Telecom Equipment
517230,PAEL,PAE LTD.,B ,10,INE766A01018,Comm.Trading  & Distribution
517236,CALCOM,CALCOM VISION LTD.,X ,10,INE216C01010,Consumer Electronics
517238,DYNAVSN,DYNAVISION LTD.,XT,10,INE083E01010,Electronic Components
517246,BCCFUBA,BCC FUBA INDIA LTD.,XT,10,INE788D01016,Electronic Components
517258,PRECISIO,PRECISION ELECTRONICS LTD.,XT,10,INE143C01024,Electronic Components
517271,HBLPOWER,HBL POWER SYSTEMS LTD.-$,B ,1,INE292B01021,Other Elect.Equip./ Prod.
517273,S&SPOWER,S&S POWER SWITCHGEAR LTD.,T ,10,INE902B01017,Other Elect.Equip./ Prod.
517288,GUJARATPOLY,Gujarat Poly Electronics Ltd,X ,10,INE541F01022,Other Elect.Equip./ Prod.
517300,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,B ,10,INE162A01010,Electric Utilities
517320,SAVINFOCO,SAVANT INFOCOMM LTD.,XT,10,INE898E01011,Other Elect.Equip./ Prod.
517330,CMI,CMI LTD.,B ,10,INE981B01011,Other Elect.Equip./ Prod.
517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,A ,1,INE775A01035,Auto Parts & Equipment
517344,MINDTECK,MINDTECK (INDIA) LTD.,B ,10,INE110B01017,IT Software Products
517354,HAVELLS,HAVELLS INDIA LTD.,A ,1,INE176B01034,Other Elect.Equip./ Prod.
517356,ACIIN,ACI INFOCOM LTD.,X ,1,INE167B01025,Storage Media & Peripherals
517360,SBECSYS,SBEC SYSTEMS (INDIA) LTD.,P ,10,INE689V01018,Comm.Trading  & Distribution
517370,INCAP,INCAP LTD.,XT,10,INE437C01012,Other Elect.Equip./ Prod.
517372,GUJINTRX,GUJARAT INTRUX LTD.-$,X ,10,INE877E01015,Other Industrial Products
517380,IGARASHI,IGARASHI MOTORS INDIA LTD.,B ,10,INE188B01013,Auto Parts & Equipment
517385,SYMPHONY,Symphony Limited,A ,2,INE225D01027,Consumer Electronics
517393,VINTRON,VINTRON INFORMATICS LTD.,XT,1,INE043B01028,Computer Hardware
517397,PANELEC,PAN ELECTRONICS INDIA LTD.,XT,10,INE648E01010,Electronic Components
517399,VXLINSTR,VXL INSTRUMENTS LTD.,X ,10,INE756A01019,Consumer Electronics
517411,SHYAMTEL,SHYAM TELECOM LTD.,B ,10,INE635A01023,Telecom Equipment
517415,LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.,X ,10,INE791B01014,BPO/KPO
517417,PATELSAI,PATELS AIRTEMP (INDIA) LTD.,X ,10,INE082C01024,Industrial Machinery
517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,B ,10,INE295F01017,Household Appliances
517429,ATHENAGLO,Athena Global Technologies Ltd-$,X ,10,INE576B01019,IT Software Products
517431,NARMP,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,XT,10,INE060D01010,Plastic Products
517437,DUTRON,DUTRON POLYMERS LTD.-$,XT,10,INE940C01015,Plastic Products
517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,B ,5,INE165B01029,IT Software Products
517449,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$,X ,10,INE437D01010,Other Industrial Products
517463,LINAKS,LINAKS MICROELECTRONICS LTD.,XT,1,INE028C01027,Electronic Components
517467,MARSONS,MARSONS LIMITED,Z ,1,INE415B01044,Other Elect.Equip./ Prod.
517477,ELNET,ELNET TECHNOLOGIES LTD.-$,X ,10,INE033C01019,IT Software Products
517494,ACCEL,Accel Ltd,X ,2,INE258C01038,Storage Media & Peripherals
517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,B ,10,INE855C01015,Other Elect.Equip./ Prod.
517500,ROTO,ROTO PUMPS LTD.,X ,2,INE535D01029,Industrial Machinery
517506,TTKPRESTIG,TTK PRESTIGE LTD.,A ,10,INE690A01010,Houseware
517514,DHINDIA,D&H India Ltd-$,X ,10,INE589D01018,Other Industrial Goods
517522,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.,B ,10,INE451D01011,Auto Parts & Equipment
517530,SURANAT&P,Surana Telecom And Power Limited,B ,1,INE130B01031,Telecom Cables
517536,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,B ,10,INE229A01017,IT Consulting & Software
517544,CENTUM,CENTUM ELECTRONICS LTD.,B ,10,INE320B01020,Diversified Commercial Services
517546,ALFATRAN,ALFA TRANSFORMERS LTD.,X ,10,INE209C01015,Other Elect.Equip./ Prod.
517548,STARLITE,STARLITE COMPONENTS LTD.,XT,10,INE035C01022,Comm.Trading  & Distribution
517554,NHCFOODS,NHC FOODS LTD.,X ,10,INE141C01028,Other Food Products
517562,TRIGYN,TRIGYN TECHNOLOGIES LTD.,B ,10,INE948A01012,IT Consulting & Software
517569,KEI,KEI INDUSTRIES LTD.,A ,2,INE878B01027,Other Elect.Equip./ Prod.
517571,INDLMETER,IMP POWERS LTD.,T ,10,INE065B01013,Heavy Electrical Equipment
518011,KEERTHI,KEERTHI INDUSTRIES LTD.,XT,10,INE145L01012,Cement & Cement Products
518029,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,B ,10,INE542A01039,Cement & Cement Products
518075,SURAJ,SURAJ PRODUCTS LTD.,Z ,10,INE069E01019,Iron & Steel/Interm.Products
518091,APCL,ANJANI PORTLAND CEMENT LTD.-$,B ,10,INE071F01012,Cement & Cement Products
519003,MODINATUR,Modi Naturals Limited,X ,10,INE537F01012,Other Agricultural Products
519014,PRSNTIN,PRASHANT INDIA LTD.,XT,10,INE100E01012,Textiles
519031,SHAHFOOD,SHAH FOODS LTD.,X ,10,INE455D01012,Packaged Foods
519064,ZKHANDEN,KHANDELWAL EXTRACTION LTD.,XT,10,INE687W01010,Other Agricultural Products
519091,TASTYBIT,TASTY BITE EATABLES LTD.,B ,10,INE488B01017,Packaged Foods
519097,RITESHIN,RITESH INTERNATIONAL LTD.,XT,10,INE534D01014,Commodity Chemicals
519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,B ,1,INE488D01021,Other Agricultural Products
519126,HNDFDS,HINDUSTAN FOODS LTD.,B ,10,INE254N01018,Packaged Foods
519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,B ,10,INE289A01011,Textiles
519152,VADILENT,VADILAL ENTERPRISES LTD.,XT,10,INE693D01018,Comm.Trading  & Distribution
519156,VADILALIND,VADILAL INDUSTRIES LTD.-$,B ,10,INE694D01016,Packaged Foods
519174,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,XT,10,INE709D01012,Edible Oils
519183,ADFFOODS,ADF FOODS LTD.-$,B ,10,INE982B01019,Packaged Foods
519191,RGRL,Retro Green Revolution Ltd,X ,10,INE601N01010,Tea & Coffee
519214,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,X ,10,INE188E01017,Finance (including NBFCs)
519216,AJANTSOY,AJANTA SOYA LTD.,X ,10,INE601B01015,Edible Oils
519224,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,B ,10,INE210A01017,Comm.Trading  & Distribution
519230,RICHIRICH,Richirich Inventures Limited,X ,5,INE102C01020,Comm.Trading  & Distribution
519234,SIEL,Superior Industrial Enterprises Limited,XT,10,INE843L01012,Edible Oils
519238,SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD.,XT,10,INE233P01017,Other Agricultural Products
519242,SRDAPRT,SARDA PROTEINS LTD.,XT,10,INE995U01011,Edible Oils
519248,JVLAGRO,JVL AGRO INDUSTRIES LTD.,Z ,1,INE430G01026,Edible Oils
519260,SANWARIA,Sanwaria Consumer Ltd-$,T ,1,INE890C01046,Packaged Foods
519262,PRIMAGR,PRIMA AGRO LTD.,XT,10,INE297D01018,Other Agricultural Products
519279,MADHURIND,MADHUR INDUSTRIES LTD.,X ,10,INE110C01015,Other Agricultural Products
519285,TARAI,TARAI FOODS LTD.,XT,10,INE906C01016,Other Agricultural Products
519287,MODAIRY,MODERN DAIRIES LTD.,X ,10,INE617B01011,Packaged Foods
519295,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,X ,10,INE921D01013,Packaged Foods
519299,PRIMIND,PRIME INDUSTRIES LTD.,Z ,5,INE543F01028,Edible Oils
519307,VIKASWSP,VIKAS WSP LTD.,B ,1,INE706A01022,Specialty Chemicals
519319,JATALIA,Jatalia Global Ventures Ltd,XT,10,INE847M01011,Internet Software & Services
519331,VSFPROJ,VSF PROJECTS LTD.,X ,10,INE923K01014,Construction & Engineering
519353,BANSTEA,BANSISONS TEA INDUSTRIES LTD.,ZP,10,INE856E01019,Tea & Coffee
519359,POONADAL,POONA DAL & OIL INDUSTRIES LTD.,X ,10,INE809E01018,Edible Oils
519383,ANIKINDS,ANIK INDUSTRIES LTD.,B ,10,INE087B01017,Other Agricultural Products
519397,SHINDL,SHARAT INDUSTRIES LTD.,XT,10,INE220Z01013,Packaged Foods
519413,DATIWARE,Datiware Maritime Infra Ltd,P ,10,INE673U01014,Shipping
519415,KMGMILK,KMG MILK FOOD LTD.,P ,10,INE873N01015,Packaged Foods
519421,KSE,KSE LTD.-$,XT,10,INE953E01014,Packaged Foods
519439,PIONAGR,PIONEER AGRO EXTRACTS LTD.,X ,10,INE062E01014,Edible Oils
519455,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,X ,10,INE540C01021,Other Apparels & Accessories
