Security Code,Security Id,Security Name,Group,Face Value,ISIN No,Industry
532173,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,B ,10,INE214A01019,IT Software Products
532174,ICICIBANK,ICICI BANK LTD.,A ,2,INE090A01021,Banks
532175,CYIENT,Cyient Limited,A ,5,INE136B01020,IT Consulting & Software
532178,ENGINERSIN,ENGINEERS INDIA LTD.,A ,5,INE510A01028,Consulting Services
532180,DHANBANK,Dhanlaxmi Bank Limited,B ,10,INE680A01011,Banks
532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,A ,2,INE131A01031,Coal
532183,GAYATRI,GAYATRI SUGARS LTD.,X ,10,INE622E01023,Sugar
532187,INDUSINDBK,INDUSIND BANK LTD.,A ,10,INE095A01012,Banks
532189,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,A ,10,INE353K01014,Hotels
532209,J&KBANK,JAMMU & KASHMIR BANK LTD.,A ,1,INE168A01041,Banks
532210,CUB,CITY UNION BANK LTD.,A ,1,INE491A01021,Banks
532212,ARCHIES,ARCHIES LTD.,B ,2,INE731A01020,Gift Articles-Toys & Cards 
532215,AXISBANK,AXIS BANK LTD.,A ,2,INE238A01034,Banks
532216,HBSTOCK,HB STOCKHOLDINGS LTD.,B ,10,INE550B01022,Finance (including NBFCs)
532217,SIELFNS,SIEL FINANCIAL SERVICES LTD.,XT,10,INE027F01014,Other Financial Services
532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,A ,1,INE683A01023,Banks
532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,B ,10,INE306C01019,Electric Utilities
532221,SONATSOFTW,SONATA SOFTWARE LTD.,A ,1,INE269A01021,IT Consulting & Software
532230,BENGALT,BENGAL TEA & FABRICS LTD.,XT,10,INE665D01016,Textiles
532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,A ,5,INE139A01034,Aluminium
532240,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,B ,5,INE092B01025,Auto Parts & Equipment
532256,NSIL,NALWA SONS INVESTMENTS LTD.,B ,10,INE023A01030,Finance (including NBFCs)
532259,APARINDS,APAR INDUSTRIES LTD.,B ,10,INE372A01015,Other Elect.Equip./ Prod.
532262,TCIIND,TCI INDUSTRIES LTD.,X ,10,INE920B01019,Diversified Commercial Services
532268,ACCELYA,Accelya Solutions India Ltd,B ,10,INE793A01012,IT Consulting & Software
532271,CYBERMAT,CYBERMATE INFOTEK LTD.,X ,2,INE215B01022,IT Software Products
532281,HCLTECH,HCL TECHNOLOGIES LTD.,A ,2,INE860A01027,IT Consulting & Software
532282,CASTEXTECH,Castex Technologies Ltd-$,B ,2,INE068D01021,Auto Parts & Equipment
532284,TCFCFINQ,TCFC FINANCE LTD.,X ,10,INE389D01013,Other Financial Services
532285,GEOJITFSL,Geojit Financial Services Ltd,B ,1,INE007B01023,Other Financial Services
532286,JINDALSTEL,JINDAL STEEL & POWER LTD.,A ,1,INE749A01030,Iron & Steel/Interm.Products
532290,BLBLIMITED,BLB LTD.,B ,1,INE791A01024,Other Financial Services
532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,A ,1,INE935A01035,Pharmaceuticals
532300,WOCKPHARMA,WOCKHARDT LTD.,A ,5,INE049B01025,Pharmaceuticals
532301,TATACOFFEE,TATA COFFEE LTD.,A ,1,INE493A01027,Tea & Coffee
532304,KJMCCORP,KJMC Corporate Advisors (India) Ltd.,X ,10,INE602C01011,Other Financial Services
532305,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,B ,10,INE915B01019,Pharmaceuticals
532307,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,Z ,10,INE817A01019,IT Software Products
532309,GEPIL,GE Power India Ltd,A ,10,INE878A01011,Heavy Electrical Equipment
532310,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,B ,5,INE879A01019,Containers & Packaging
532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,A ,10,INE813A01018,Realty
532320,VAARAD,Vaarad Ventures Ltd,X ,1,INE418B01048,Finance (including NBFCs)
532321,CADILAHC,CADILA HEALTHCARE LTD.,A ,1,INE010B01027,Pharmaceuticals
532323,SHIVACEM,SHIVA CEMENT LTD.,X ,2,INE555C01029,Cement & Cement Products
532324,CINEVISTA,CINEVISTA LTD.,B ,2,INE039B01026,Movies & Entertainment
532326,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,B ,2,INE781A01025,IT Software Products
532329,DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,X ,10,INE310B01013,IT Software Products
532330,BIOPAC,BIOPAC INDIA CORPORATION LTD.-$,X ,10,INE998A01017,Plastic Products
532331,AJANTPHARM,AJANTA PHARMA LTD.,A ,2,INE031B01049,Pharmaceuticals
532333,HBPOR,HB PORTFOLIO LTD.,X ,10,INE638B01025,Other Financial Services
532334,HBESD,HB ESTATE DEVELOPERS LTD.,X ,10,INE640B01021,Realty
532339,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,B ,2,INE453B01029,IT Training Services
532340,OMNIAX,OMNI AXS SOFTWARE LTD.,X ,10,INE369B01019,IT Software Products
532341,IZMO,IZMO Limited-$,B ,10,INE848A01014,IT Consulting & Software
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,A ,1,INE494B01023,2/3 Wheelers
532344,SOFTSOL,SOFTSOL INDIA LTD.,X ,10,INE002B01016,IT Software Products
532345,GATI,GATI LTD.,B ,2,INE152B01027,Transportation - Logistics
532348,SUBEX,SUBEX LTD.,T ,10,INE754A01014,IT Software Products
532349,TCI,TRANSPORT CORPORATION OF INDIA LTD.,B ,2,INE688A01022,Surface Transportation
532350,PADMALAYAT,PADMALAYA TELEFILMS LTD.,XT,10,INE243B01016,Movies & Entertainment
532351,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,B ,5,INE523B01011,Telecom Cables
532355,PICTUREHS,PICTUREHOUSE MEDIA LTD.,X ,10,INE448B01029,Movies & Entertainment
532356,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,B ,1,INE256C01024,Sugar
532357,MUKTAARTS,MUKTA ARTS LTD.,B ,5,INE374B01019,Movies & Entertainment
532359,HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,X ,2,INE309B01023,IT Software Products
532362,NAGPI,NAGPUR POWER & INDUSTRIES LTD.,X ,10,INE099E01016,Iron & Steel/Interm.Products
532365,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.,B ,10,INE417B01040,IT Consulting & Software
532366,PNBGILTS,PNB GILTS LTD.,B ,10,INE859A01011,Finance (including NBFCs)
532368,BCG,Brightcom Group Ltd,T ,2,INE425B01027,IT Software Products
532369,RAMCOIND,RAMCO INDUSTRIES LTD.,B ,1,INE614A01028,Construction Materials
532370,RAMCOSYS,RAMCO SYSTEMS LTD.,B ,10,INE246B01019,IT Consulting & Software
532371,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,B ,10,INE517B01013,Telecom Services
532372,VIRINCHI,Virinchi Ltd,X ,10,INE539B01017,IT Software Products
532373,WEPSOLN,WEP SOLUTIONS LTD.,X ,10,INE434B01029,Comm.Trading  & Distribution
532374,STRTECH*,STERLITE TECHNOLOGIES LTD.,A ,2,INE089C01029,Other Telecom Services
532375,TIPSINDLTD,TIPS INDUSTRIES LTD.,B ,10,INE716B01011,Movies & Entertainment
532376,MRO-TEK,MRO-TEK Realty Ltd,B ,5,INE398B01018,Telecom Equipment
532378,UNIVARTS,UNIVERSAL ARTS LTD.,X ,10,INE464B01018,Movies & Entertainment
532379,FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD.,X ,10,INE683B01047,IT Software Products
532380,BABA,BABA ARTS LTD.-$,X ,1,INE893A01036,Movies & Entertainment
532382,BALAJITELE,BALAJI TELEFILMS LTD.,B ,2,INE794B01026,Broadcasting & Cable TV
532384,TYCHE,TYCHE INDUSTRIES LTD.,X ,10,INE443B01012,Pharmaceuticals
532386,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,B ,10,INE526B01014,IT Software Products
532387,PNC,PRITISH NANDY COMMUNICATIONS LTD.,B ,10,INE392B01011,Movies & Entertainment
532388,IOB,INDIAN OVERSEAS BANK,A ,10,INE565A01014,Banks
532390,TAJGVK,TAJGVK HOTELS & RESORTS LTD.,B ,2,INE586B01026,Hotels
532391,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,T ,10,INE808B01016,Medical Equipment
532392,CREATIVEYE,CREATIVE EYE LTD.,T ,5,INE230B01021,Movies & Entertainment
532395,AXISCADES,AXISCADES Engineering Technologies Ltd,B ,5,INE555B01013,BPO/KPO
532397,KONNDOR,Konndor Industries Ltd,X ,10,INE971A01014,Paper & Paper Products
532398,UMESLTD,Usha Martin Education & Solutions Limited,B ,1,INE240C01028,IT Software Products
532400,BSOFT,Birlasoft Ltd,A ,2,INE836A01035,IT Consulting & Software
532402,USGTECH,USG TECH SOLUTIONS LTD.,X ,10,INE718B01017,IT Software Products
532403,4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,XT,10,INE739B01039,IT Software Products
532404,7TEC,SAVEN TECHNOLOGIES LTD.,X ,1,INE856B01023,IT Software Products
532406,AVANTEL,AVANTEL LTD.,X ,10,INE005B01019,Telecom Equipment
532407,MOSCHIP,Moschip Technologies Ltd,X ,2,INE935B01025,IT Software Products
532408,MEGASOFT,MEGASOFT LTD.,B ,10,INE933B01012,IT Software Products
532410,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,X ,2,INE330E01023,Other Financial Services
532413,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,B ,10,INE345B01019,Computer Hardware
532416,NEXTMEDIA,NEXT MEDIAWORKS LTD.,T ,10,INE747B01016,Publishing
532419,SMARTLINK,Smartlink Holdings Ltd,B ,2,INE178C01020,IT Networking Equipment
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,A ,1,INE102D01028,Personal Products
532425,GENUSPRIME,Genus Prime Infra Ltd,X ,2,INE256D01014,Commodity Chemicals
532430,BFUTILITIE,BF UTILITIES LTD.-$,B ,5,INE243D01012,Electric Utilities
532432,UNITDSPR,UNITED SPIRITS LTD.,B ,2,INE854D01024,Breweries & Distilleries
532435,SANINFRA,Sanmit Infra Limited,X ,10,INE799C01023,Realty
532439,OLECTRA,Olectra Greentech Ltd,B ,4,INE260D01016,Industrial Machinery
532440,MPSLTD,MPS LTD.,B ,10,INE943D01017,Comm.Printing/Stationery
532441,RAINBOWDQ,RAINBOW DENIM LTD.,X ,10,INE820D01025,Textiles
532443,CERA,CERA SANITARYWARE LTD.,A ,5,INE739E01017,Furniture-Furnishing-Paints
532444,TSPIRITUAL,T.SPIRITUAL WORLD LTD.,X ,10,INE541C01037,IT Software Products
532454,BHARTIARTL,BHARTI AIRTEL LTD.,A ,5,INE397D01024,Telecom Services
532455,SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,XT,2,INE655D01025,Copper
532456,COMPUAGE,COMPUAGE INFOCOM LTD.,B ,2,INE070C01037,Storage Media & Peripherals
532457,GULPOLY,GULSHAN POLYOLS LTD.,B ,1,INE255D01024,Commodity Chemicals
532459,FAZE3AUTO,Faze Three Autofab Ltd-$,X ,10,INE207D01017,Textiles
532460,PONNIERODE,PONNI SUGARS (ERODE) LTD.,B ,10,INE838E01017,Sugar
532461,PNB,PUNJAB NATIONAL BANK,A ,2,INE160A01022,Banks
532466,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,A ,5,INE881D01027,IT Consulting & Software
532467,HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,X ,4,INE550F01023,Movies & Entertainment
532468,KAMAHOLD,Kama Holdings Limited-$,B ,10,INE411F01010,Holding Companies
532470,MPFSL,MATHER & PLATT FIRE SYSTEMS LTD.,XT,10,INE095E01022,Diversified Commercial Services
532475,APTECHT,APTECH LTD.,B ,10,INE266F01018,IT Training Services
532477,UNIONBANK,UNION BANK OF INDIA,A ,10,INE692A01016,Banks
532478,UBL,UNITED BREWERIES LTD.-$,A ,1,INE686F01025,Breweries & Distilleries
532479,ISMTLTD,ISMT LTD.,B ,5,INE732F01019,Iron & Steel/Interm.Products
532481,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,B ,10,INE781B01015,Roads & Highways
532482,GRANULES,GRANULES INDIA LTD.-$,A ,1,INE101D01020,Pharmaceuticals
532483,CANBK,CANARA BANK,A ,10,INE476A01014,Banks
532485,BLIL,BALMER LAWRIE INVESTMENTS LTD.,B ,10,INE525F01017,Finance (including NBFCs)
532486,POKARNA,POKARNA LTD.,T ,2,INE637C01025,Construction Materials
532488,DIVISLAB,DIVI&#39;S LABORATORIES LTD.,A ,2,INE361B01024,Pharmaceuticals
532493,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,B ,2,INE386C01029,Defence
532497,RADICO,RADICO KHAITAN LTD.,A ,2,INE944F01028,Breweries & Distilleries
532498,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,A ,10,INE722A01011,Finance (including NBFCs)
532500,MARUTI,MARUTI SUZUKI INDIA LTD.,A ,5,INE585B01010,Cars & Utility Vehicles
532503,RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,X ,10,INE296E01026,Textiles
532504,NAVINFLUOR,Navin Fluorine International Limited-$,A ,2,INE048G01026,Commodity Chemicals
532505,UCOBANK,UCO BANK,A ,10,INE691A01018,Banks
532507,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,B ,2,INE116D01028,Broadcasting & Cable TV
532508,JSL,JINDAL STAINLESS LTD.,A ,2,INE220G01021,Iron & Steel/Interm.Products
532509,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,A ,1,INE399C01030,Auto Parts & Equipment
532513,TVSELECT,TVS ELECTRONICS LTD.,B ,10,INE236G01019,Storage Media & Peripherals
532514,IGL,INDRAPRASTHA GAS LTD.,A ,2,INE203G01027,Utilities:Non-Elec.
532515,TVTODAY,TV TODAY NETWORK LTD.,A ,5,INE038F01029,Broadcasting & Cable TV
532521,PALRED,Palred Technologies Limited,B ,10,INE218G01033,IT Software Products
532522,PETRONET,PETRONET LNG LTD.,A ,10,INE347G01014,Oil Marketing & Distribution
532523,BIOCON,BIOCON LTD.,A ,5,INE376G01013,Biotechnology
532524,PTC,PTC INDIA LTD.,A ,10,INE877F01012,Electric Utilities
532525,MAHABANK,BANK OF MAHARASHTRA,A ,10,INE457A01014,Banks
532527,RKFORGE*,RAMKRISHNA FORGINGS LTD.,B ,10,INE399G01015,Other Industrial Products
532528,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,B ,5,INE365B01017,IT Software Products
532529,NDTV,NEW DELHI TELEVISION LTD.,T ,4,INE155G01029,Broadcasting & Cable TV
532531,STAR,Strides Pharma Science Ltd,A ,10,INE939A01011,Pharmaceuticals
532532,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,B ,2,INE455F01025,Construction & Engineering
532538,ULTRACEMCO,ULTRATECH CEMENT LTD.,A ,10,INE481G01011,Cement & Cement Products
532539,MINDAIND,MINDA INDUSTRIES LTD.-$,A ,2,INE405E01023,Auto Parts & Equipment
532540,TCS,TATA CONSULTANCY SERVICES LTD.,A ,1,INE467B01029,IT Consulting & Software
532541,NIITTECH,NIIT TECHNOLOGIES LTD.,A ,10,INE591G01017,IT Consulting & Software
532543,GULFPETRO,GP Petroleums Limited,B ,5,INE586G01017,Oil Marketing & Distribution
532548,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,A ,1,INE348B01021,Forest Products
532553,WELENT,Welspun Enterprises Ltd,B ,10,INE625G01013,Construction & Engineering
532555,NTPC,NTPC LTD.,A ,10,INE733E01010,Electric Utilities
532604,SALSTEEL,S.A.L.STEEL LTD.,T ,10,INE658G01014,Iron & Steel/Interm.Products
532605,JBMA,JBM AUTO LTD.,B ,5,INE927D01028,Auto Parts & Equipment
532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,B ,1,INE366A01041,Sugar
532612,INDOCO,INDOCO REMEDIES LTD.,B ,2,INE873D01024,Pharmaceuticals
532613,VIPCLOTHNG,VIP Clothing Ltd,B ,2,INE450G01024,Comm.Trading  & Distribution
532614,IMPEXFERRO,IMPEX FERRO TECH LTD.,T ,10,INE691G01015,Iron & Steel/Interm.Products
532616,XCHANGING,XCHANGING SOLUTIONS LTD.,B ,10,INE692G01013,BPO/KPO
532617,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Z ,10,INE802G01018,Airlines
532621,MORARJEE,MORARJEE TEXTILES LTD.,B ,7,INE161G01027,Textiles
532622,GDL,GATEWAY DISTRIPARKS LTD.,A ,10,INE852F01015,Transportation - Logistics
532624,JINDALPHOT,JINDAL PHOTO LTD.,B ,10,INE796G01012,Photographic Products
532626,PONDYOXIDE,PONDY OXIDES & CHEMICALS LTD.,X ,10,INE063E01046,Other Non-Ferrous Metals
532627,JPPOWER,Jaiprakash Power Ventures Limited,B ,10,INE351F01018,Electric Utilities
532628,3IINFOTECH,3I INFOTECH LTD.,B ,10,INE748C01020,IT Consulting & Software
532629,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,T ,10,INE748A01016,Construction & Engineering
532630,GOKEX,GOKALDAS EXPORTS LTD.,B ,5,INE887G01027,Other Apparels & Accessories
532633,ALLSEC,ALLSEC TECHNOLOGIES LTD.,B ,10,INE835G01018,BPO/KPO
532636,IIFL,IIFL Finance Ltd,A ,2,INE530B01024,Other Financial Services
532637,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,T ,10,INE584F01014,Pharmaceuticals
532638,SHOPERSTOP,SHOPPERS STOP LTD.,A ,5,INE498B01024,Department Stores
532641,NDL,Nandan Denim Limited,B ,10,INE875G01030,Textiles
532642,JSWHL,JSW Holdings Limited,B ,10,INE824G01012,Holding Companies
532644,JKCEMENT,J.K.CEMENT LTD.,A ,10,INE823G01014,Cement & Cement Products
532645,BEEYU,BEEYU OVERSEAS LTD.,X ,10,INE052B01011,Comm.Trading  & Distribution
532646,UNIPLY,UNIPLY INDUSTRIES LTD.,B ,2,INE950G01023,Forest Products
532648,YESBANK,YES BANK LTD.,A ,2,INE528G01035,Banks
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,B ,1,INE023H01027,Pharmaceuticals
532650,MSPL,MSP STEEL & POWER LTD.,B ,10,INE752G01015,Iron & Steel Products
532651,SPLIL,SPL INDUSTRIES LTD.,B ,10,INE978G01016,Other Apparels & Accessories
532652,KTKBANK,KARNATAKA BANK LTD.,A ,10,INE614B01018,Banks
532654,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,T ,5,INE942G01012,Tea & Coffee
532656,FACORALL,FACOR ALLOYS LTD.,X ,1,INE828G01013,Iron & Steel/Interm.Products
532659,IDFC,IDFC LIMITED,A ,10,INE043D01016,Finance (including NBFCs)
532660,VIVIMEDLAB,VIVIMED LABS LTD.,B ,2,INE526G01021,Pharmaceuticals
532661,RML,RANE (MADRAS) LTD.,B ,10,INE050H01012,Auto Parts & Equipment
532662,HTMEDIA,HT MEDIA LTD.,B ,2,INE501G01024,Publishing
532663,SASKEN,Sasken Technologies Ltd,B ,10,INE231F01020,IT Consulting & Software
532666,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,B ,1,INE512B01022,IT Consulting & Software
532667,SUZLON,SUZLON ENERGY LTD.,A ,2,INE040H01021,Heavy Electrical Equipment
532668,AURIONPRO,AURIONPRO SOLUTIONS LTD.,B ,10,INE132H01018,IT Software Products
532670,RENUKA,SHREE RENUKA SUGARS LTD.,B ,1,INE087H01022,Sugar
532673,KMSUGAR,K.M.SUGAR MILLS LTD.,B ,2,INE157H01023,Sugar
532674,BASML,BANNARI AMMAN SPINNING MILLS LTD.,B ,10,INE186H01014,Textiles
532678,BRFL,BOMBAY RAYON FASHIONS LTD.,B ,10,INE589G01011,Textiles
532679,SORILINFRA,SORIL Infra Resources Ltd,B ,10,INE034H01016,Diversified
532683,AIAENG,AIA ENGINEERING LTD.,A ,2,INE212H01026,Other Industrial Goods
532684,EKC,EVEREST KANTO CYLINDER LTD.,B ,2,INE184H01027,Other Industrial Products
532686,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,T ,10,INE202H01019,Transport Related Services
532687,REPRO,REPRO INDIA LTD.,B ,10,INE461B01014,Comm.Printing/Stationery
532689,PVR,PVR LTD.,A ,10,INE191H01014,Specialty Retail
532690,RAMSARUP,RAMSARUP INDUSTRIES LTD.,Z ,10,INE005D01015,Iron & Steel/Interm.Products
532692,RMCL,RADHA MADHAV CORPORATION LTD.,T ,10,INE172H01014,Containers & Packaging
532693,PUNJLLOYD,PUNJ LLOYD LTD.,Z ,2,INE701B01021,Construction & Engineering
532694,BARTRONICS,BARTRONICS INDIA LTD.,Z ,10,INE855F01034,Diversified Commercial Services
532695,CELEBRITY,CELEBRITY FASHIONS LTD.,B ,10,INE185H01016,Other Apparels & Accessories
532696,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Z ,2,INE216H01027,Education
532698,NITINSPIN,NITIN SPINNERS LTD.,B ,10,INE229H01012,Textiles
532699,ROHLTD,ROYAL ORCHID HOTELS LTD.,B ,10,INE283H01019,Hotels
532700,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,B ,10,INE265F01028,Broadcasting & Cable TV
532701,CELLA,Cella Space Ltd,Z ,10,INE266H01014,Paper & Paper Products
532702,GSPL,GUJARAT STATE PETRONET LTD.,A ,10,INE246F01010,Utilities:Non-Elec.
532705,JAGRAN,JAGRAN PRAKASHAN LTD.,A ,2,INE199G01027,Publishing
532706,INOXLEISUR,INOX LEISURE LTD.,A ,10,INE312H01016,Specialty Retail
532707,DYNPRO,DYNEMIC PRODUCTS LTD.,B ,10,INE256H01015,Specialty Chemicals
532708,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,B ,1,INE251H01024,Electric Utilities
532710,SADBHAV,SADBHAV ENGINEERING LTD.,A ,1,INE226H01026,Construction & Engineering
532712,RCOM,RELIANCE COMMUNICATIONS LTD.,T ,5,INE330H01018,Telecom Services
532713,SAKUMA,SAKUMA EXPORTS LTD.,T ,1,INE190H01024,Comm.Trading  & Distribution
532714,KEC,KEC INTERNATIONAL LTD.,A ,2,INE389H01022,Heavy Electrical Equipment
532716,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,B ,10,INE047B01011,Diversified
532717,INDOTECH,INDO TECH TRANSFORMERS LTD.,B ,10,INE332H01014,Heavy Electrical Equipment
532719,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,B ,1,INE350H01032,Realty
532720,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,A ,2,INE774D01024,Finance (including NBFCs)
532721,VISASTEEL,VISA STEEL LTD.,B ,10,INE286H01012,Iron & Steel/Interm.Products
532722,NITCO,NITCO LTD.,B ,10,INE858F01012,Furniture-Furnishing-Paints
532723,MONNETPRO,MONNET PROJECT DEVELOPERS LTD.,X ,10,INE493H01014,Realty
532725,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,A ,2,INE343H01029,Specialty Chemicals
532726,GALLANTT,GALLANTT METAL LTD.,B ,10,INE297H01019,Iron & Steel/Interm.Products
532728,MALUPAPER,MALU PAPER MILLS LTD.,B ,10,INE383H01017,Paper & Paper Products
532729,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,B ,10,INE786F01031,Sugar
532730,SGL,STL GLOBAL LTD.,B ,10,INE353H01010,Textiles
532731,ROHITFERRO,ROHIT FERRO-TECH LTD.,B ,10,INE248H01012,Iron & Steel/Interm.Products
532732,KKCL,KEWAL KIRAN CLOTHING LTD.,B ,10,INE401H01017,Other Apparels & Accessories
532733,SUNTV,SUN TV NETWORK LTD.,A ,5,INE424H01027,Broadcasting & Cable TV
532734,GPIL,GODAWARI POWER & ISPAT LTD.,B ,10,INE177H01013,Iron & Steel/Interm.Products
532735,RSYSTEMINT,R Systems International Limited,B ,1,INE411H01032,IT Consulting & Software
532737,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,B ,10,INE296H01011,Other Financial Services
532738,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,T ,10,INE388G01018,Construction & Engineering
532740,LOKESHMACH,LOKESH MACHINES LTD.,B ,10,INE397H01017,Industrial Machinery
532741,KAMDHENU,Kamdhenu Ltd,B ,10,INE390H01012,Iron & Steel/Interm.Products
532742,PAUSHAKLTD,PAUSHAK LTD.,X ,10,INE111F01016,Specialty Chemicals
532744,GTNTEX,GTN TEXTILES LTD.,B ,10,INE302H01017,Textiles
532745,INDICAP,Inditrade Capital Limited,X ,10,INE347H01012,Other Financial Services
532746,UNITY,UNITY INFRAPROJECTS LTD.,Z ,2,INE466H01028,Construction & Engineering
532748,PFOCUS,PRIME FOCUS LTD.,B ,1,INE367G01038,Movies & Entertainment
532749,ALLCARGO,ALLCARGO LOGISTICS LTD.,A ,2,INE418H01029,Transportation - Logistics
532751,EASUNREYRL,EASUN REYROLLE LTD.,Z ,2,INE268C01029,Other Elect.Equip./ Prod.
532754,GMRINFRA,GMR INFRASTRUCTURE LTD.,A ,1,INE776C01039,Airport Services
532755,TECHM,TECH MAHINDRA LTD.,A ,5,INE669C01036,IT Consulting & Software
532756,MAHINDCIE,Mahindra CIE Automotive Limited,A ,10,INE536H01010,Other Industrial Products
532757,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,B ,10,INE540H01012,Heavy Electrical Equipment
532759,ATLANTA,ATLANTA LTD.,B ,2,INE285H01022,Construction & Engineering
532760,DEEPIND,DEEP INDUSTRIES LTD.,B ,10,INE677H01012,Integrated Oil & Gas
532761,HOVS,HOV SERVICES LTD.,B ,10,INE596H01014,BPO/KPO
532762,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,B ,2,INE731H01025,Transport Related Services
532764,GEECEE,GeeCee Ventures Limited,B ,10,INE916G01016,Realty
532766,RICHAIND,RICHA INDUSTRIES LTD.,Z ,10,INE516H01012,Construction & Engineering
532767,GAYAPROJ,GAYATRI PROJECTS LTD.,T ,2,INE336H01023,Construction & Engineering
532768,FIEMIND,FIEM INDUSTRIES LTD.,B ,10,INE737H01014,Auto Parts & Equipment
532771,JHS,JHS SVENDGAARD LABORATORIES LTD.,B ,10,INE544H01014,Personal Products
532772,DCBBANK,DCB Bank Limited,A ,10,INE503A01015,Banks
532773,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,B ,10,INE792H01019,Airlines
532774,INSPIRISYS,Inspirisys Solutions Ltd,B ,10,INE020G01017,IT Consulting & Software
532775,GTLINFRA,GTL INFRASTRUCTURE LTD.,B ,10,INE221H01019,Telecom Equipment
532776,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,B ,2,INE637H01024,Auto Parts & Equipment
532777,NAUKRI,INFO EDGE (INDIA) LTD.,A ,10,INE663F01024,Internet & Catalogue Retail
532779,TORNTPOWER,TORRENT POWER LTD.,A ,10,INE813H01021,Electric Utilities
532780,PARSVNATH,PARSVNATH DEVELOPERS LTD.,T ,5,INE561H01026,Realty
532782,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,B ,1,INE645H01027,Textiles
532783,DAAWAT,LT FOODS LTD.,B ,1,INE818H01020,Packaged Foods
532784,SOBHA,Sobha Limited,A ,10,INE671H01015,Realty
532785,RUCHIRA,RUCHIRA PAPERS LTD.,B ,10,INE803H01014,Paper & Paper Products
532790,TANLA,TANLA SOLUTIONS LTD.,B ,1,INE483C01032,IT Software Products
532794,ZEEMEDIA,Zee Media Corporation Limited,B ,1,INE966H01019,Broadcasting & Cable TV
